,OneH_Tru,ThreeH_Tru,SixH_Tru,SevenH_Tru
ENSGACG00000003022,337,363,534,615
ENSGACG00000003031,35,12,49,47
ENSGACG00000003038,978,940,1463,1514
ENSGACG00000003063,150,137,314,231
ENSGACG00000003067,181,173,354,339
ENSGACG00000003073,2,6,67,67
ENSGACG00000003076,2,2,2,8
ENSGACG00000003079,62,56,41,9
ENSGACG00000003108,4324,3788,8169,8646
ENSGACG00000003116,694,490,979,1044
ENSGACG00000003127,1269,1233,2599,2315
ENSGACG00000003146,621,650,1479,1493
ENSGACG00000003150,93,97,215,212
ENSGACG00000003161,0,0,2,0
ENSGACG00000003166,355,342,364,547
ENSGACG00000003173,10,12,31,24
ENSGACG00000003184,2601,1973,4394,4968
ENSGACG00000003237,226,137,292,517
ENSGACG00000003240,613,510,1035,945
ENSGACG00000003250,62730,58832,112205,114200
ENSGACG00000022632,37,32,49,63
ENSGACG00000003264,3386,2671,6390,4511
ENSGACG00000003276,1415,1266,2846,2252
ENSGACG00000003291,113,75,113,280
ENSGACG00000003296,284,171,846,780
ENSGACG00000003314,7,2,16,11
ENSGACG00000003318,483,355,373,505
ENSGACG00000003344,36,39,78,109
ENSGACG00000003355,1181,1041,1581,2007
ENSGACG00000003384,253,163,512,780
ENSGACG00000003391,2,0,2,2
ENSGACG00000003395,0,0,12,0
ENSGACG00000003400,896,735,1877,1882
ENSGACG00000003420,52,53,182,207
ENSGACG00000003424,899,736,1257,3114
ENSGACG00000003430,12758,9989,18316,20134
ENSGACG00000003454,7777,5524,10108,11644
ENSGACG00000003459,47,25,54,71
ENSGACG00000003468,3675,3334,6800,6749
ENSGACG00000003480,3690,3349,6585,6239
ENSGACG00000003510,791,613,1521,1397
ENSGACG00000003514,706,854,1526,1250
ENSGACG00000003527,483,511,1097,1102
ENSGACG00000003532,672,428,880,1401
ENSGACG00000003548,861,446,758,1414
ENSGACG00000003564,44,32,48,81
ENSGACG00000003570,100,93,89,62
ENSGACG00000003582,1836,2045,3335,2526
ENSGACG00000003584,188,153,238,314
ENSGACG00000003586,29,27,29,60
ENSGACG00000003588,6,5,4,6
ENSGACG00000003593,51,36,56,77
ENSGACG00000003598,1279,1044,1909,2443
ENSGACG00000003619,124,87,145,194
ENSGACG00000003624,42,73,254,241
ENSGACG00000003629,434,352,556,769
ENSGACG00000003631,17,6,8,7
ENSGACG00000003633,1,0,0,2
ENSGACG00000003643,213,188,420,396
ENSGACG00000003646,1679,1411,2561,3676
ENSGACG00000003648,1739,1628,2733,4214
ENSGACG00000003664,221,200,481,273
ENSGACG00000003667,2,0,4,0
ENSGACG00000003669,15,8,2,14
ENSGACG00000003672,3320,3056,6194,6156
ENSGACG00000003683,143,126,169,235
ENSGACG00000003689,1370,1102,2109,1910
ENSGACG00000003690,703,651,1567,1872
ENSGACG00000003694,971,800,931,1247
ENSGACG00000003701,4523,3463,5924,5412
ENSGACG00000003713,31,29,55,45
ENSGACG00000003715,0,0,0,0
ENSGACG00000003716,67,36,942,1887
ENSGACG00000003745,22,26,30,32
ENSGACG00000003751,0,0,0,0
ENSGACG00000003752,0,0,0,2
ENSGACG00000003754,0,0,0,0
ENSGACG00000003762,0,0,0,0
ENSGACG00000003764,0,0,0,0
ENSGACG00000003769,0,0,0,0
ENSGACG00000003770,0,0,0,0
ENSGACG00000003776,0,0,0,0
ENSGACG00000003783,2,0,2,4
ENSGACG00000003788,0,0,3,0
ENSGACG00000003790,242,186,397,503
ENSGACG00000003798,7577,7453,15449,14417
ENSGACG00000003812,280,238,404,409
ENSGACG00000003818,3484,3243,7267,6190
ENSGACG00000003820,3163,2673,6453,7137
ENSGACG00000003830,80,89,176,214
ENSGACG00000003842,456,357,531,704
ENSGACG00000003851,211,288,840,884
ENSGACG00000003863,783,561,918,491
ENSGACG00000003867,1633,1267,2628,2976
ENSGACG00000003896,351,321,413,641
ENSGACG00000003900,2,10,2,2
ENSGACG00000003946,1443,1260,2645,3607
ENSGACG00000003967,122,137,232,305
ENSGACG00000003972,282,306,610,579
ENSGACG00000003978,109,82,68,66
ENSGACG00000003992,996,958,1747,1396
ENSGACG00000003996,195,243,412,165
ENSGACG00000004014,10,13,23,26
ENSGACG00000004025,73,64,54,91
ENSGACG00000004031,83,74,69,98
ENSGACG00000004045,188,143,358,367
ENSGACG00000004046,1002,872,1643,1639
ENSGACG00000004048,0,0,1,2
ENSGACG00000004056,0,0,2,0
ENSGACG00000004057,0,0,0,0
ENSGACG00000004062,1,0,2,4
ENSGACG00000004069,26,9,13,30
ENSGACG00000004074,8,2,0,2
ENSGACG00000004078,306,264,475,526
ENSGACG00000022299,0,0,2,0
ENSGACG00000022245,0,0,0,0
ENSGACG00000022277,0,0,0,0
ENSGACG00000022190,0,0,0,0
ENSGACG00000021276,0,0,0,0
ENSGACG00000021493,0,0,0,1
ENSGACG00000004082,14,12,23,61
ENSGACG00000004101,4,8,10,5
ENSGACG00000004124,5,10,12,22
ENSGACG00000004126,1,0,7,2
ENSGACG00000004153,14,16,24,18
ENSGACG00000004159,5,2,7,7
ENSGACG00000004162,16,5,19,15
ENSGACG00000004166,1463,1056,1296,2013
ENSGACG00000004189,770,577,1061,1198
ENSGACG00000004221,10,6,36,25
ENSGACG00000004222,147,119,294,309
ENSGACG00000004228,52,23,41,57
ENSGACG00000004237,218,211,181,396
ENSGACG00000004265,21,17,12,27
ENSGACG00000004299,509,408,664,951
ENSGACG00000004314,402,363,676,681
ENSGACG00000004321,363,343,441,586
ENSGACG00000004337,120,93,173,213
ENSGACG00000004341,43,24,72,226
ENSGACG00000004378,1481,1204,2174,2214
ENSGACG00000004394,462,446,826,951
ENSGACG00000004410,472,415,524,437
ENSGACG00000004421,2342,925,1329,1906
ENSGACG00000004444,1189,808,1410,1609
ENSGACG00000022232,0,0,0,0
ENSGACG00000004470,7297,7138,14076,13184
ENSGACG00000004477,5619,4384,8372,8307
ENSGACG00000022471,95,83,154,164
ENSGACG00000004548,30,5,11,23
ENSGACG00000004551,33,11,15,34
ENSGACG00000021403,1,1,0,1
ENSGACG00000004556,236,206,249,213
ENSGACG00000004564,19,12,15,8
ENSGACG00000004569,0,2,0,0
ENSGACG00000004574,0,0,0,0
ENSGACG00000004579,1130,990,1771,1426
ENSGACG00000004584,694,645,1188,971
ENSGACG00000004591,11498,7561,17883,20856
ENSGACG00000004600,68,51,148,181
ENSGACG00000004616,73,82,120,212
ENSGACG00000004638,2,3,11,18
ENSGACG00000004687,881,863,1316,1297
ENSGACG00000004721,2343,1732,2974,2937
ENSGACG00000004749,1201,910,1735,1973
ENSGACG00000004757,0,2,17,18
ENSGACG00000004760,73,53,126,159
ENSGACG00000004770,293,287,383,536
ENSGACG00000004774,3273,2159,3036,3895
ENSGACG00000004790,151,120,213,334
ENSGACG00000004808,87,54,73,166
ENSGACG00000004831,453,388,414,570
ENSGACG00000004843,1809,1891,3405,3045
ENSGACG00000004883,1692,1307,2514,2662
ENSGACG00000004887,339,194,307,526
ENSGACG00000004914,4,2,0,2
ENSGACG00000004931,0,0,0,0
ENSGACG00000004939,3636,3124,6699,6481
ENSGACG00000004971,127,55,92,107
ENSGACG00000004990,4241,3470,7292,7602
ENSGACG00000005001,17,16,72,111
ENSGACG00000005007,199,191,281,355
ENSGACG00000005012,663,572,509,552
ENSGACG00000005019,659,549,1726,2051
ENSGACG00000005028,1250,958,1785,1950
ENSGACG00000005048,985,756,1576,1909
ENSGACG00000005053,782,886,933,1158
ENSGACG00000005058,5,6,6,2
ENSGACG00000005061,10,11,29,8
ENSGACG00000005080,688,557,1023,945
ENSGACG00000005091,37,38,72,79
ENSGACG00000005096,3625,2142,4096,4272
ENSGACG00000005107,9163,4489,8257,10729
ENSGACG00000005135,4,2,6,2
ENSGACG00000005149,782,366,741,792
ENSGACG00000005157,8,0,7,7
ENSGACG00000005163,3107,1845,2705,3504
ENSGACG00000005168,692,552,869,1015
ENSGACG00000005182,275,210,291,312
ENSGACG00000005191,161,108,77,139
ENSGACG00000005207,1,0,2,2
ENSGACG00000005219,0,0,0,0
ENSGACG00000005232,34,15,21,20
ENSGACG00000005264,17,20,20,18
ENSGACG00000005277,2,0,0,2
ENSGACG00000005296,1406,1271,2345,2953
ENSGACG00000005307,792,675,1337,1554
ENSGACG00000005325,137,109,209,218
ENSGACG00000005352,603,502,814,964
ENSGACG00000005368,2,0,2,0
ENSGACG00000005372,4,2,28,5
ENSGACG00000005378,0,10,0,4
ENSGACG00000005385,0,0,0,0
ENSGACG00000005428,198,107,350,375
ENSGACG00000005450,23,10,10,14
ENSGACG00000005466,5,9,2,487
ENSGACG00000005477,63,77,45,227
ENSGACG00000005482,212,247,191,874
ENSGACG00000005484,27,30,23,23
ENSGACG00000005494,6,2,6,11
ENSGACG00000005501,43,35,41,96
ENSGACG00000005518,3677,1992,3428,4237
ENSGACG00000005549,12,6,34,39
ENSGACG00000005606,0,0,0,0
ENSGACG00000005612,0,0,2,1
ENSGACG00000005648,0,0,0,0
ENSGACG00000005665,2077,1661,3385,3371
ENSGACG00000005671,904,826,1213,1700
ENSGACG00000005729,3224,3448,5990,6064
ENSGACG00000005731,2294,2456,4149,4085
ENSGACG00000005734,3117,2844,4788,5115
ENSGACG00000005749,61,112,177,204
ENSGACG00000005757,351,307,435,639
ENSGACG00000005778,11121,8837,12295,8213
ENSGACG00000005780,234,270,352,342
ENSGACG00000005787,8,23,23,23
ENSGACG00000005800,16,28,7,9
ENSGACG00000005810,288,269,399,407
ENSGACG00000005819,54,42,13,128
ENSGACG00000005824,735,688,1300,1015
ENSGACG00000005829,8,0,4,14
ENSGACG00000005831,4,0,10,10
ENSGACG00000005851,74,124,280,276
ENSGACG00000005860,12,15,22,16
ENSGACG00000005884,19,12,17,127
ENSGACG00000005886,4908,3686,6763,7176
ENSGACG00000005914,367,158,335,451
ENSGACG00000005931,2098,1542,2771,3723
ENSGACG00000005937,1718,1882,3302,4101
ENSGACG00000005949,88,58,72,124
ENSGACG00000005954,1392,1349,1151,1112
ENSGACG00000005972,529,443,1086,1101
ENSGACG00000005978,0,0,2,0
ENSGACG00000005986,4904,4049,6725,6646
ENSGACG00000005991,1210,1046,1956,2170
ENSGACG00000006043,525,467,634,667
ENSGACG00000006057,265,188,319,585
ENSGACG00000006064,397,342,637,656
ENSGACG00000006066,5,9,9,18
ENSGACG00000006073,648,738,987,981
ENSGACG00000006082,6,7,0,16
ENSGACG00000006089,3167,2806,3569,5467
ENSGACG00000006130,2638,2180,3722,4242
ENSGACG00000006165,12,11,13,32
ENSGACG00000006173,1172,791,1514,1697
ENSGACG00000006196,14,9,14,23
ENSGACG00000006203,31,7,26,32
ENSGACG00000006218,15,4,8,9
ENSGACG00000006226,364,339,617,665
ENSGACG00000006235,882,703,1098,1383
ENSGACG00000006240,507,330,429,729
ENSGACG00000006275,4903,509,326,967
ENSGACG00000006283,180,180,292,350
ENSGACG00000006286,767,642,971,1000
ENSGACG00000006301,344,374,713,705
ENSGACG00000006312,502,430,670,890
ENSGACG00000006314,5,6,6,3
ENSGACG00000006317,0,4,0,13
ENSGACG00000006325,683,564,1467,1534
ENSGACG00000006329,372,128,300,550
ENSGACG00000006333,1291,1135,1822,2031
ENSGACG00000006349,0,0,0,0
ENSGACG00000006360,29,9,1,8
ENSGACG00000006373,75,70,51,38
ENSGACG00000006376,18,17,24,115
ENSGACG00000006392,768,643,877,1249
ENSGACG00000021428,0,0,0,0
ENSGACG00000006408,701,827,657,975
ENSGACG00000006417,10353,10606,16496,15014
ENSGACG00000006424,730,741,1227,1085
ENSGACG00000006433,277,153,292,414
ENSGACG00000006465,150,103,160,287
ENSGACG00000006476,30,18,15,30
ENSGACG00000006488,676,656,1229,1147
ENSGACG00000006493,0,2,17,6
ENSGACG00000006496,45,14,24,36
ENSGACG00000006497,96,85,179,124
ENSGACG00000006528,7,4,35,50
ENSGACG00000006539,30,125,12,297
ENSGACG00000006588,124,65,112,149
ENSGACG00000006594,234,148,332,352
ENSGACG00000006597,122,76,127,184
ENSGACG00000006603,0,0,0,0
ENSGACG00000006605,491,495,518,585
ENSGACG00000006612,171,165,228,231
ENSGACG00000006616,7,17,15,24
ENSGACG00000006618,140,106,369,275
ENSGACG00000006621,8,2,14,10
ENSGACG00000006627,227,212,290,379
ENSGACG00000006634,2034,1822,2664,3324
ENSGACG00000006651,68,62,104,84
ENSGACG00000006664,4,3,4,6
ENSGACG00000006674,279,318,436,336
ENSGACG00000006678,36,36,58,66
ENSGACG00000006684,508,540,830,1084
ENSGACG00000006709,0,0,0,0
ENSGACG00000006719,5,4,2,2
ENSGACG00000006724,21,19,59,59
ENSGACG00000006729,44,47,75,78
ENSGACG00000006731,2810,2930,5554,5787
ENSGACG00000006742,300,209,358,407
ENSGACG00000006747,271,167,251,608
ENSGACG00000006760,89,73,69,46
ENSGACG00000006770,39,36,98,90
ENSGACG00000006779,0,0,0,0
ENSGACG00000006797,0,0,0,4
ENSGACG00000006803,2,0,0,2
ENSGACG00000006805,2,0,2,3
ENSGACG00000006813,1110,867,1430,1571
ENSGACG00000006823,451,401,639,797
ENSGACG00000006826,1638,1414,3515,3366
ENSGACG00000006831,3905,2934,5071,6481
ENSGACG00000006855,75796,72587,151403,132926
ENSGACG00000006880,27,50,35,55
ENSGACG00000006886,10,15,8,12
ENSGACG00000006889,519,428,772,846
ENSGACG00000006904,5,0,3,8
ENSGACG00000006911,158,155,362,186
ENSGACG00000006935,78,57,86,106
ENSGACG00000006937,0,0,0,0
ENSGACG00000006941,0,0,0,0
ENSGACG00000006943,0,0,0,2
ENSGACG00000006947,0,0,0,0
ENSGACG00000006948,0,0,0,0
ENSGACG00000006952,0,0,0,0
ENSGACG00000006957,0,0,0,0
ENSGACG00000006961,0,0,10,0
ENSGACG00000006963,0,0,0,0
ENSGACG00000006966,0,0,0,0
ENSGACG00000006969,0,0,0,2
ENSGACG00000006971,1,0,0,0
ENSGACG00000006973,0,0,0,0
ENSGACG00000006974,0,0,0,0
ENSGACG00000006976,0,1,0,0
ENSGACG00000006977,0,0,2,0
ENSGACG00000006982,986,842,1050,1272
ENSGACG00000007013,807,757,1550,1702
ENSGACG00000007044,59,60,75,71
ENSGACG00000007052,104,108,173,154
ENSGACG00000007062,683,527,757,1081
ENSGACG00000007119,568,425,655,779
ENSGACG00000007137,10,9,29,15
ENSGACG00000007146,13639,12868,28614,24684
ENSGACG00000007282,26693,32987,50413,32114
ENSGACG00000007289,38,37,79,85
ENSGACG00000007299,447,387,725,884
ENSGACG00000007323,346,423,306,397
ENSGACG00000007330,589,596,1063,1126
ENSGACG00000007335,13,20,4,8
ENSGACG00000007337,435,360,559,772
ENSGACG00000007370,424,345,575,724
ENSGACG00000007387,1476,1180,1941,2108
ENSGACG00000007408,1723,1509,3097,2926
ENSGACG00000007423,2,2,2,0
ENSGACG00000007424,191,122,93,199
ENSGACG00000007436,1096,902,1479,1802
ENSGACG00000007472,161,77,304,189
ENSGACG00000007473,1474,838,1609,1151
ENSGACG00000007498,2312,2332,4249,4397
ENSGACG00000007503,33,18,31,36
ENSGACG00000007556,20698,15414,26751,31141
ENSGACG00000007578,589,594,1119,1273
ENSGACG00000007589,29,22,10,54
ENSGACG00000007593,0,9,3,2
ENSGACG00000007605,5,3,7,5
ENSGACG00000007612,7,8,12,23
ENSGACG00000007619,176,186,213,292
ENSGACG00000022683,0,1,0,0
ENSGACG00000007624,89,142,75,165
ENSGACG00000022240,2,2,0,0
ENSGACG00000007660,3680,2039,3970,4120
ENSGACG00000007714,832,555,587,1369
ENSGACG00000007737,9,3,12,22
ENSGACG00000007739,2,5,14,11
ENSGACG00000007753,24,19,56,46
ENSGACG00000007758,293,327,748,774
ENSGACG00000007774,711,579,1017,1260
ENSGACG00000007798,873,826,1232,1298
ENSGACG00000007813,967,694,1172,1028
ENSGACG00000007818,107,114,128,226
ENSGACG00000007845,1,5,8,5
ENSGACG00000007859,0,0,0,0
ENSGACG00000007864,0,0,0,0
ENSGACG00000007868,0,0,0,0
ENSGACG00000007870,0,0,0,0
ENSGACG00000007874,0,0,0,0
ENSGACG00000007875,0,0,0,0
ENSGACG00000007878,0,0,0,0
ENSGACG00000007880,0,0,0,0
ENSGACG00000007881,0,5,0,1
ENSGACG00000007886,0,0,0,0
ENSGACG00000007889,6,6,60,95
ENSGACG00000007909,0,0,15,6
ENSGACG00000007934,174,113,339,306
ENSGACG00000007941,2187,1944,3102,3532
ENSGACG00000007959,105186,102665,201153,170236
ENSGACG00000007969,852,1082,2023,2212
ENSGACG00000007977,220,164,198,271
ENSGACG00000007989,40827,39381,67709,80002
ENSGACG00000008017,1258,972,1508,1744
ENSGACG00000008038,3230,2653,5918,5756
ENSGACG00000008088,2,2,7,15
ENSGACG00000008096,5951,6467,9737,9164
ENSGACG00000008120,735,714,971,1028
ENSGACG00000008127,892,846,1451,1199
ENSGACG00000008139,4,8,33,12
ENSGACG00000008143,56,94,77,46
ENSGACG00000008147,174,165,228,298
ENSGACG00000008155,0,9,23,29
ENSGACG00000008166,0,0,0,0
ENSGACG00000008168,818,803,450,1323
ENSGACG00000008189,925,729,1276,1425
ENSGACG00000008203,2002,1748,3088,3432
ENSGACG00000008206,3361,2751,4860,5936
ENSGACG00000008218,7,6,6,13
ENSGACG00000008227,6257,5203,9350,8776
ENSGACG00000008239,371,434,458,542
ENSGACG00000008246,4,6,2,4
ENSGACG00000022559,0,0,0,0
ENSGACG00000008251,3236,2498,6780,6865
ENSGACG00000008266,329,259,535,568
ENSGACG00000008276,82,114,152,268
ENSGACG00000008277,1424,1305,2164,2174
ENSGACG00000008286,322,210,410,606
ENSGACG00000008289,469,310,811,951
ENSGACG00000008295,2,0,5,15
ENSGACG00000008298,2,2,14,6
ENSGACG00000008301,749,473,432,410
ENSGACG00000008304,0,0,0,0
ENSGACG00000008305,0,0,0,0
ENSGACG00000008316,2,0,2,0
ENSGACG00000008324,0,0,0,0
ENSGACG00000008343,250,212,339,307
ENSGACG00000008352,136,107,309,148
ENSGACG00000008373,34,15,36,29
ENSGACG00000008390,574,352,976,746
ENSGACG00000008393,763,463,805,907
ENSGACG00000008398,139,94,164,175
ENSGACG00000008399,6,15,24,8
ENSGACG00000008415,133,98,236,296
ENSGACG00000008457,45,50,20,90
ENSGACG00000008458,26,22,13,84
ENSGACG00000008466,1356,1260,2000,2824
ENSGACG00000008479,5819,5527,12856,11821
ENSGACG00000008500,31,21,148,58
ENSGACG00000008515,2,0,1,2
ENSGACG00000008521,2308,2053,4395,4505
ENSGACG00000008534,118,48,25,71
ENSGACG00000008537,2,2,13,0
ENSGACG00000008540,0,0,0,0
ENSGACG00000008545,0,0,0,0
ENSGACG00000008547,0,0,4,6
ENSGACG00000008551,0,0,0,0
ENSGACG00000008554,0,0,0,2
ENSGACG00000008556,0,0,0,0
ENSGACG00000008557,9,6,3,1203
ENSGACG00000008561,0,0,0,0
ENSGACG00000008563,46,59,26,462
ENSGACG00000022535,1,0,0,0
ENSGACG00000008565,234,292,450,572
ENSGACG00000008579,3690,3158,4991,6085
ENSGACG00000008601,6729,8028,19553,13941
ENSGACG00000008611,244,237,265,157
ENSGACG00000008632,300,357,656,897
ENSGACG00000008642,0,0,0,0
ENSGACG00000008646,56,40,69,109
ENSGACG00000008651,600,441,740,552
ENSGACG00000008697,0,0,0,1
ENSGACG00000008698,0,0,0,0
ENSGACG00000008700,0,0,0,0
ENSGACG00000008710,0,0,0,0
ENSGACG00000008714,0,0,0,0
ENSGACG00000008715,0,0,0,0
ENSGACG00000008726,0,0,0,0
ENSGACG00000008731,2,0,0,0
ENSGACG00000008734,2,0,0,0
ENSGACG00000008737,0,0,0,1
ENSGACG00000008746,0,0,0,0
ENSGACG00000008753,0,0,0,0
ENSGACG00000008774,0,0,0,0
ENSGACG00000008781,0,0,0,0
ENSGACG00000008785,2,2,1,4
ENSGACG00000008788,2,0,0,0
ENSGACG00000008803,3528,3386,6136,6447
ENSGACG00000008817,2644,3190,6027,7603
ENSGACG00000008839,24615,24925,42667,40059
ENSGACG00000008855,214,274,484,479
ENSGACG00000008860,8257,4960,9957,11361
ENSGACG00000008995,5626,2588,5517,7217
ENSGACG00000009010,3809,3970,8273,7284
ENSGACG00000009017,203,186,452,233
ENSGACG00000009026,86,55,129,81
ENSGACG00000009037,182,251,252,288
ENSGACG00000009047,1944,1133,2078,2068
ENSGACG00000009074,591,534,1046,1126
ENSGACG00000009079,33,36,45,35
ENSGACG00000009092,620,461,1077,848
ENSGACG00000009102,529,517,903,950
ENSGACG00000009122,1388,1116,2615,2304
ENSGACG00000009132,1105,1099,1963,2015
ENSGACG00000009156,110,77,37,66
ENSGACG00000009159,63,56,36,62
ENSGACG00000009167,2383,2389,6073,4281
ENSGACG00000009174,2062,1887,5123,3279
ENSGACG00000009181,2133,444,634,1147
ENSGACG00000009186,197,122,419,406
ENSGACG00000009197,350,239,502,506
ENSGACG00000009203,2041,1932,2710,3312
ENSGACG00000009239,1005,2367,1663,1732
ENSGACG00000009246,32,57,71,86
ENSGACG00000009271,1869,1899,3108,2531
ENSGACG00000009289,321,534,563,1106
ENSGACG00000022248,0,3,0,3
ENSGACG00000021540,11,7,11,16
ENSGACG00000009303,2289,1926,2945,3191
ENSGACG00000009326,4238,3486,5882,5856
ENSGACG00000009339,4,11,12,16
ENSGACG00000009353,782,455,988,1382
ENSGACG00000002162,556,413,415,835
ENSGACG00000002170,607,489,886,1160
ENSGACG00000002174,183,184,292,265
ENSGACG00000002176,0,0,0,1
ENSGACG00000002181,512,502,932,1380
ENSGACG00000002189,2191,2194,3995,4045
ENSGACG00000002201,3027,2710,4159,4310
ENSGACG00000002246,2315,1445,3067,3902
ENSGACG00000021345,0,0,0,0
ENSGACG00000002267,575,521,796,844
ENSGACG00000002277,26,51,50,166
ENSGACG00000002297,515,543,1435,1269
ENSGACG00000002313,371,352,519,587
ENSGACG00000002316,319,182,473,449
ENSGACG00000002325,3291,3261,5698,5851
ENSGACG00000002337,0,4,1,0
ENSGACG00000002342,3686,2827,5228,5975
ENSGACG00000002358,3187,3152,4731,4885
ENSGACG00000002396,2154,1864,3209,3149
ENSGACG00000002407,1065,846,1548,1809
ENSGACG00000002408,6620,6511,13289,12112
ENSGACG00000002412,2024,1536,3389,5668
ENSGACG00000002423,852,727,1279,1082
ENSGACG00000002424,4792,4120,7648,6979
ENSGACG00000002439,2882,2138,4231,5163
ENSGACG00000002447,723,534,1176,1237
ENSGACG00000002453,3257,2287,3760,3824
ENSGACG00000002458,860,816,1690,1634
ENSGACG00000002470,3131,3331,5418,5901
ENSGACG00000002479,248,162,231,313
ENSGACG00000002483,83,48,53,96
ENSGACG00000002489,4826,4478,7133,7514
ENSGACG00000002507,875,856,1590,1819
ENSGACG00000002518,8926,9133,17963,19521
ENSGACG00000002530,2109,1693,2818,3048
ENSGACG00000002547,5,1,3,9
ENSGACG00000002550,145,104,336,170
ENSGACG00000002571,504,395,952,754
ENSGACG00000002577,1206,1071,2057,2939
ENSGACG00000002584,532,493,901,990
ENSGACG00000002585,206,133,278,328
ENSGACG00000002587,0,0,0,0
ENSGACG00000002588,283,325,383,489
ENSGACG00000002589,342,329,422,470
ENSGACG00000002595,101,56,101,159
ENSGACG00000002605,24330,21912,45349,48708
ENSGACG00000002612,1,0,4,0
ENSGACG00000002616,0,0,0,0
ENSGACG00000002617,122,95,26,40
ENSGACG00000002618,2321,2227,4192,5538
ENSGACG00000002632,2365,2850,5301,4613
ENSGACG00000002649,403,340,387,724
ENSGACG00000002656,505,291,528,646
ENSGACG00000002665,485,426,500,631
ENSGACG00000002666,24,19,46,20
ENSGACG00000002718,1503,1445,2676,2650
ENSGACG00000002730,449,543,915,837
ENSGACG00000002732,587,617,893,1132
ENSGACG00000002736,25,34,22,82
ENSGACG00000002743,1322,1087,1859,2206
ENSGACG00000002779,273,304,589,388
ENSGACG00000002787,22,18,32,28
ENSGACG00000002791,0,0,7,19
ENSGACG00000002804,71,42,30,39
ENSGACG00000002807,23,36,27,46
ENSGACG00000002810,67,54,129,129
ENSGACG00000002816,76,106,149,160
ENSGACG00000002820,477,442,771,893
ENSGACG00000002824,0,0,4,0
ENSGACG00000002828,223,288,328,406
ENSGACG00000002833,138,38,211,330
ENSGACG00000002838,5,6,22,44
ENSGACG00000002843,2,0,2,0
ENSGACG00000002848,82,56,71,106
ENSGACG00000002851,0,0,0,3
ENSGACG00000002854,9,9,19,12
ENSGACG00000002870,6,3,2,4
ENSGACG00000002875,0,0,0,0
ENSGACG00000021394,0,3,2,0
ENSGACG00000022578,0,0,0,1
ENSGACG00000002877,67,36,16,61
ENSGACG00000002880,883,681,588,873
ENSGACG00000002905,11866,10258,20623,19350
ENSGACG00000002931,69,43,98,121
ENSGACG00000002936,2071,1716,3046,3202
